PacelClean,Parcel,Address,Date posted,New,Municipality,Cleveland Ward,Bldgs,Status
67302034,673-02-034,1744 Collamer St,43034,,East Cleveland,,0,Vacant lot
10908007,109-08-007,10002 Parkgate Ave,43033,,Cleveland,9,0,Vacant lot
11029021,110-29-021,1196 E 125th St,43033,,Cleveland,9,0,Pending transfer
11112117,111-12-117,495 E 126th St,43033,,Cleveland,8,0,Vacant lot
01303106,013-03-106,3547 W 65th St,43032,,Cleveland,14,0,Vacant lot
10707032,107-07-032,1135 E 79th St,43032,,Cleveland,7,0,Vacant lot
10911072,109-11-072,10208 Olivet Ave,43032,,Cleveland,9,0,Vacant lot
11105073,111-05-073,511 E 118th St,43032,,Cleveland,10,0,Vacant lot
12813040,128-13-040,9819 Stoughton Ave,43032,,Cleveland,4,0,Vacant lot
12824029,128-24-029,11224 Lardet Ave,43032,,Cleveland,4,0,Pending transfer
12915042,129-15-042,2792 E 124th St,43032,,Cleveland,6,0,Vacant lot
12924105,129-24-105,3002 E 125th St,43032,,Cleveland,4,0,Vacant lot
13003118,130-03-118,3246 E 121st St,43032,,Cleveland,4,0,Pending transfer
13012106,130-12-106,3378 E 139th St,43032,,Cleveland,4,0,Vacant lot
13220070,132-20-070,7009 Worley Ave,43032,,Cleveland,12,0,Vacant lot
13405061,134-05-061,4075 E 81st St,43032,,Cleveland,12,0,Vacant lot
13405086,134-05-086,7918 Finney Ave,43032,,Cleveland,12,0,Vacant lot
13905115,139-05-115,14100 Kingsford Ave,43032,,Cleveland,1,0,Vacant lot
67102108,671-02-108,13513 Gainsboro Ave,43032,,East Cleveland,,0,Vacant lot
67104044,671-04-044,1560 E 133rd St,43032,,East Cleveland,,0,Pending transfer
67104063,671-04-063,13601 Graham Rd,43032,,East Cleveland,,0,Vacant lot
67104119,671-04-119,13600 Milan Rd,43032,,East Cleveland,,0,Vacant lot
67116006,671-16-006,14324 Woodworth Rd,43032,,East Cleveland,,0,Vacant lot
67211065,672-11-065,1727 Lakefront Ave,43032,,East Cleveland,,0,Vacant lot
67303023,673-03-023,16019 Elderwood Ave,43032,,East Cleveland,,0,Vacant lot
67304017,673-04-017,1742 Taylor Rd,43032,,East Cleveland,,0,Vacant lot
67304081,673-04-081,15327 Plymouth Pl,43032,,East Cleveland,,0,Vacant lot
67310042,673-10-042,1825 Charles Rd,43032,,East Cleveland,,0,Pending transfer
10530140,105-30-140,953 E 76th St,43031,,Cleveland,9,0,Vacant lot
12726112,127-26-112,3397 E 110th St,43031,,Cleveland,4,0,Vacant lot
67220022,672-20-022,1827 Mount Union St,43031,,East Cleveland,,0,Pending transfer
67306003,673-06-003,1710 Strathmore Ave,43031,,East Cleveland,,1,Sched for demolition
67316065,673-16-065,2060 Alton Rd,43031,,East Cleveland,,0,Vacant lot
67112114,671-12-114,14109 Northfield Ave,43028,,East Cleveland,,0,Vacant lot
12711120,127-11-120,9007 Marshall Ave,43027,,Cleveland,6,0,Vacant lot
12717056,127-17-056,9707 Bessemer Ave,43027,,Cleveland,6,0,Vacant lot
12719046,127-19-046,10518 Mountview Ave,43027,,Cleveland,4,0,Vacant lot
12727092,127-27-092,3463 E 114th St,43027,,Cleveland,4,0,Vacant lot
13316074,133-16-074,7817 Homestead Ave,43027,,Cleveland,12,0,Vacant lot
13812169,138-12-169,4117 E 139th St,43027,,Cleveland,1,0,Vacant lot
13820025,138-20-025,14118 Caine Ave,43027,,Cleveland,1,0,Vacant lot
67102116,671-02-116,13405 Gainsboro Ave,43027,,East Cleveland,,0,Vacant lot
67117125,671-17-125,14616 Dover Ave,43027,,East Cleveland,,0,Vacant lot
67118051,671-18-051,13920 Baldwin Ave,43027,,East Cleveland,,0,Vacant lot
67123012,671-23-012,14906 Elm Ave,43027,,East Cleveland,,0,Vacant lot
67205122,672-05-122,1170 Rozelle Ave,43027,,East Cleveland,,0,Vacant lot
67205171,672-05-171,1228 Bender Ave,43027,,East Cleveland,,0,Vacant lot
11023044,110-23-044,12340 Tuscora Ave,43026,,Cleveland,9,0,Vacant lot
13802168,138-02-168,3918 E 120th St,43026,,Cleveland,2,0,Vacant lot
68107130,681-07-130,972 Nela View Rd,43026,,Cleveland Heights,,1,Pending transfer
11530005,115-30-005,15414 Saint Clair Ave,43025,,Cleveland,8,0,Pending transfer
13212091,132-12-091,5715 Hosmer Ave,43025,,Cleveland,12,0,Vacant lot
64622079,646-22-079,1511 E 195th St,43025,,Euclid,,0,Vacant lot
10904121,109-04-121,10403 Adams Ave,43021,,Cleveland,9,0,Vacant lot
12526125,125-26-125,5767 Portage Ave,43021,,Cleveland,5,0,Vacant lot
12536036,125-36-036,3468 E 78th St,43021,,Cleveland,6,0,Vacant lot
12813036,128-13-036,9909 Stoughton Ave,43021,,Cleveland,4,0,Vacant lot
12919089,129-19-089,2931 E 120th St,43021,,Cleveland,4,0,Vacant lot
12921080,129-21-080,12617 Forest Ave,43021,,Cleveland,4,0,Vacant lot
13120112,131-20-112,5000 Hamm Ave,43021,,Cleveland,5,0,Vacant lot
13134055,131-34-055,3604 E 54th St,43021,,Cleveland,12,0,Vacant lot
13137099,131-37-099,3726 E 57th St,43021,,Cleveland,12,0,Vacant lot
13306036,133-06-036,3522 E 82nd St,43021,,Cleveland,6,0,Pending transfer
13405120,134-05-120,4103 E 79th St,43021,,Cleveland,12,0,Pending transfer
13411120,134-11-120,4308 E 72nd St,43021,,Cleveland,12,0,Vacant lot
13812087,138-12-087,4070 E 138th St,43021,,Cleveland,1,0,Pending transfer
13818104,138-18-104,4286 E 137th St,43021,,Cleveland,1,0,Vacant lot
67103019,671-03-019,13204 Shaw Ave,43021,,East Cleveland,,0,Vacant lot
67121013,671-21-013,14624 Elm Ave,43021,,East Cleveland,,0,Pending transfer
13820101,138-20-101,4305 E 142nd St,43020,,Cleveland,1,0,Vacant lot
00903005,009-03-005,4002 W 23rd St,43019,,Cleveland,12,0,Vacant lot
10824080,108-24-080,10015 Flora Ave,43019,,Cleveland,9,0,Pending transfer
10921102,109-21-102,11119 Ada Ave,43019,,Cleveland,9,0,Vacant lot
10922019,109-22-019,1091 Parkwood Dr,43019,,Cleveland,9,0,Vacant lot
11610051,116-10-051,690 E 157th St,43019,,Cleveland,8,0,Vacant lot
13503091,135-03-091,9909 Anderson Ave,43019,,Cleveland,6,0,Vacant lot
14301167,143-01-167,4686 Lee Rd,43019,,Cleveland,1,0,Vacant lot
67101046,671-01-046,1289 E 133rd St,43019,,East Cleveland,,0,Vacant lot
67108014,671-08-014,1800 Hayden Ave,43019,,East Cleveland,,0,Vacant lot
67109038,671-09-038,1648 Elsinore St,43019,,East Cleveland,,0,Vacant lot
67110146,671-10-146,13821 Strathmore Ave,43019,,East Cleveland,,0,Vacant lot
67112082,671-12-082,14104 Northfield Ave,43019,,East Cleveland,,0,Vacant lot
67113017,671-13-017,14604 Savannah Ave,43019,,East Cleveland,,0,Vacant lot
12534006,125-34-006,7031 Morgan Ave,43018,,Cleveland,6,0,Vacant lot
10619068,106-19-068,1532 E 81st St,43017,,Cleveland,7,0,Pending transfer
10914087,109-14-087,10703 Massie Ave,43017,,Cleveland,9,0,Vacant lot
12512033,125-12-033,6529 Rogers Ave,43017,,Cleveland,5,0,Vacant lot
12514053,125-14-053,2960 E 66th St,43017,,Cleveland,5,0,Pending transfer
12534005,125-34-005,7027 Morgan Ave,43017,,Cleveland,6,0,Vacant lot
12535052,125-35-052,3434 E 75th St,43017,,Cleveland,6,0,Vacant lot
12922064,129-22-064,11717 Griffing Ave,43017,,Cleveland,4,0,Vacant lot
13003058,130-03-058,3226 E 125th St,43017,,Cleveland,4,0,Vacant lot
13123041,131-23-041,5409 Caleb Ct,43017,,Cleveland,5,0,Vacant lot
13208112,132-08-112,3712 E 63rd St,43017,,Cleveland,12,0,Pending transfer
13215150,132-15-150,6915 Fullerton Ave,43017,,Cleveland,12,0,Pending transfer
12510038,125-10-038,3136 E 66th St,43013,,Cleveland,5,0,Vacant lot
01504149,015-04-149,3411 Meyer Ave,43012,,Cleveland,14,0,Vacant lot
10712089,107-12-089,1336 E 93rd St,43012,,Cleveland,7,0,Vacant lot
10714105,107-14-105,1360 E 89th St,43012,,Cleveland,7,0,Vacant lot
12319089,123-19-089,4436 Douse Ave,43012,,Cleveland,5,0,Vacant lot
12530033,125-30-033,3369 E 66th St,43012,,Cleveland,6,0,Vacant lot
13009064,130-09-064,3287 E 135th St,43012,,Cleveland,4,0,Vacant lot
13507039,135-07-039,3554 E 104th St,43011,,Cleveland,6,0,Vacant lot
10422026,104-22-026,5229 Luther Ave,43010,,Cleveland,7,0,Vacant lot
10919062,109-19-062,10920 Hathaway Ave,43010,,Cleveland,9,0,Vacant lot
10522102,105-22-102,6618 Bonna Ave,43007,,Cleveland,7,0,Pending transfer
10529085,105-29-085,7313 Myron Ave,43007,,Cleveland,7,0,Vacant lot
10529090,105-29-090,1260 E 74th St,43007,,Cleveland,7,0,Vacant lot
10710011,107-10-011,1220 E 89th St,43007,,Cleveland,7,0,Vacant lot
12512061,125-12-061,6523 Newman Ave,43007,,Cleveland,5,0,Pending transfer
12711039,127-11-039,9006 Fuller Ave,43007,,Cleveland,6,0,Vacant lot
67116114,671-16-114,14515 Elm Ave,43007,,East Cleveland,,0,Vacant lot
00629130,006-29-130,7195 Schneider Ave,43006,,Cleveland,3,0,Pending transfer
00827055,008-27-055,3738 W 15th St,43006,,Cleveland,12,0,Vacant lot
11002023,110-02-023,643 E 113th St,43006,,Cleveland,9,0,Vacant lot
11031016,110-31-016,1257 E 114th St,43006,,Cleveland,9,0,Vacant lot
12918097,129-18-097,2930 E 117th St,43006,,Cleveland,4,0,Pending transfer
12925157,129-25-157,12606 Griffing Ave,43006,,Cleveland,4,0,Vacant lot
13602056,136-02-056,9701 Nelson Ave,43006,,Cleveland,2,0,Vacant lot
13818054,138-18-054,13722 Beachwood Ave,43006,,Cleveland,1,0,Vacant lot
67114044,671-14-044,14201 Bardwell Ave,43006,,East Cleveland,,0,Vacant lot
00624042,006-24-042,3048 W 47th St,43004,,Cleveland,3,0,Pending transfer
11406031,114-06-031,17721 Ingleside Rd,43004,,Cleveland,8,1,Under renovation
12514047,125-14-047,2979 E 66th St,43004,,Cleveland,5,0,Pending transfer
67101026,671-01-026,1256 E 133rd St,43004,,East Cleveland,,0,Vacant lot
67101086,671-01-086,1291 E 134th St,43004,,East Cleveland,,0,Vacant lot
67102053,671-02-053,1362 E 134th St,43004,,East Cleveland,,0,Vacant lot
67113115,671-13-115,14405 Scioto Ave,43004,,East Cleveland,,0,Vacant lot
67202082,672-02-082,12717 Phillips Ave,43004,,East Cleveland,,0,Vacant lot
67203105,672-03-105,1145 Thornhill Dr,43004,,East Cleveland,,0,Vacant lot
67205085,672-05-085,1253 Rozelle Ave,43004,,East Cleveland,,0,Vacant lot
67205121,672-05-121,1176 Rozelle Ave,43004,,East Cleveland,,0,Vacant lot
67311017,673-11-017,1823 Taylor Rd,43004,,East Cleveland,,0,Vacant lot
00707132,007-07-132,2217 W 36th St,43003,,Cleveland,3,0,Pending transfer
01606005,016-06-005,6328 Storer Ave,43003,,Cleveland,3,0,Vacant lot
02314001,023-14-001,,43000,,Cleveland,16,0,Pending transfer
10532135,105-32-135,1168 E 78th St,43000,,Cleveland,9,0,Vacant lot
10819027,108-19-027,9020 Yale Ave,43000,,Cleveland,9,0,Vacant lot
10918054,109-18-054,10520 Hathaway Ave,43000,,Cleveland,9,0,Vacant lot
13007096,130-07-096,3250 E 132nd St,43000,,Cleveland,4,0,Vacant lot
67108053,671-08-053,1509 Lakefront Ave,43000,,East Cleveland,,0,Vacant lot
67116020,671-16-020,1241 E 146th St,43000,,East Cleveland,,0,Vacant lot
10607103,106-07-103,1420 E 84th St,42999,,Cleveland,7,0,Vacant lot
10619069,106-19-069,1528 E 81st St,42999,,Cleveland,7,0,Pending transfer
13120156,131-20-156,4917 Dalton Ave,42999,,Cleveland,5,0,Pending transfer
13120164,131-20-164,5015 Dalton Ave,42999,,Cleveland,5,0,Vacant lot
13225106,132-25-106,6827 Clement Ave,42999,,Cleveland,12,0,Vacant lot
10417060,104-17-060,5901 White Ave,42998,,Cleveland,7,0,Vacant lot
10618076,106-18-076,7610 Redell Ave,42998,,Cleveland,7,0,Vacant lot
12330087,123-30-087,5004 Dolloff Rd,42998,,Cleveland,5,0,Vacant lot
12527081,125-27-081,5892 Cable Ave,42998,,Cleveland,5,0,Vacant lot
12528040,125-28-040,3392 E 65th St,42998,,Cleveland,5,0,Vacant lot
13410048,134-10-048,7213 Alice Ave,42997,,Cleveland,12,0,Vacant lot
13007019,130-07-019,3305 E 128th St,42996,,Cleveland,4,0,Vacant lot
13414101,134-14-101,8210 Force Ave,42996,,Cleveland,2,0,Vacant lot
12922099,129-22-099,11810 Parkview Ave,42995,,Cleveland,4,0,Vacant lot
11527048,115-27-048,874 Alhambra Rd,42993,,Cleveland,8,0,Vacant lot
12605057,126-05-057,8704 Beckman Ave,42992,,Cleveland,6,0,Vacant lot
12711024,127-11-024,9005 Easton Ave,42992,,Cleveland,6,0,Vacant lot
12724009,127-24-009,3415 E 102nd St,42992,,Cleveland,6,0,Vacant lot
12817057,128-17-057,9808 Mount Auburn Ave,42992,,Cleveland,4,0,Vacant lot
12818109,128-18-109,10005 Dickens Ave,42992,,Cleveland,4,0,Vacant lot
12826055,128-26-055,2951 E 112th St,42992,,Cleveland,4,0,Vacant lot
12918070,129-18-070,11621 Forest Ave,42992,,Cleveland,4,0,Vacant lot
13009021,130-09-021,3313 E 134th St,42992,,Cleveland,4,0,Vacant lot
13206034,132-06-034,6720 Forman Ave (fr & Rear),42992,,Cleveland,12,0,Vacant lot
13213029,132-13-029,6203 Fullerton Ave,42992,,Cleveland,12,0,Vacant lot
13401080,134-01-080,4087 E 72nd St,42992,,Cleveland,12,0,Vacant lot
13503073,135-03-073,10208 Anderson Ave,42992,,Cleveland,6,0,Vacant lot
13709004,137-09-004,12014 Rexford Ave,42992,,Cleveland,4,0,Vacant lot
67117122,671-17-122,14709 Alder Ave,42992,,East Cleveland,,0,Vacant lot
X13206034.1,X132-06-034.1,6720 Forman Ave (fr & Rear),42992,,Cleveland,12,0,Vacant lot
02009157,020-09-157,,42991,,Cleveland,16,0,Pending transfer
10821042,108-21-042,9414 Yale Ave,42991,,Cleveland,9,0,Vacant lot
10823030,108-23-030,10115 Born Ave,42991,,Cleveland,9,0,Vacant lot
10902035,109-02-035,9119 Columbia Ave,42991,,Cleveland,9,0,Vacant lot
10902153,109-02-153,9302 Pierpont Ave,42991,,Cleveland,9,0,Vacant lot
10910006,109-10-006,10000 Westchester Ave,42991,,Cleveland,9,0,Vacant lot
11019040,110-19-040,11400 Temblett Ave,42991,,Cleveland,9,0,Vacant lot
11021033,110-21-033,11518 Tuscora Ave,42991,,Cleveland,9,0,Vacant lot
11022067,110-22-067,12002 Fairport Ave,42991,,Cleveland,9,0,Vacant lot
11220077,112-20-077,393 E 147th St,42991,,Cleveland,8,0,Vacant lot
13703030,137-03-030,12603 Oakfield Ave,42991,,Cleveland,4,0,Vacant lot
68206060,682-06-060,3678 Atherstone Rd,42991,,Cleveland Heights,,1,Under renovation
10523084,105-23-084,6920 Bayliss Ave,42990,,Cleveland,7,0,Pending transfer
10531033,105-31-033,1015 E 76th St,42990,,Cleveland,9,0,Vacant lot
10531048,105-31-048,1081 E 76th St,42990,,Cleveland,9,0,Vacant lot
13001154,130-01-154,11822 Imperial Ave,42990,,Cleveland,4,0,Vacant lot
13617062,136-17-062,4095 E 106th St,42990,,Cleveland,2,0,Vacant lot
67118026,671-18-026,13817 Baldwin Ave,42990,,East Cleveland,,0,Vacant lot
67215032,672-15-032,13010 Forest Hill Ave,42990,,East Cleveland,,0,Pending transfer
12818073,128-18-073,10105 Manor Ave,42989,,Cleveland,4,0,Vacant lot
67105024,671-05-024,1588 E 133rd St,42989,,East Cleveland,,0,Vacant lot
67110065,671-10-065,14225 Savannah Ave,42989,,East Cleveland,,0,Vacant lot
67202063,672-02-063,1085 Carlyon Rd,42989,,East Cleveland,,0,Vacant lot
67203044,672-03-044,1009 E 129th St,42989,,East Cleveland,,0,Pending transfer
67216030,672-16-030,13210 Forest Hill Ave,42989,,East Cleveland,,0,Vacant lot
01506091,015-06-091,4307 Trowbridge Ave,42986,,Cleveland,14,0,Pending transfer
10605059,106-05-059,7722 Decker Ave,42986,,Cleveland,7,0,Vacant lot
10807071,108-07-071,751 E 96th St,42986,,Cleveland,10,0,Vacant lot
13016027,130-16-027,3479 E 149th St,42986,,Cleveland,1,0,Pending transfer
10908100,109-08-100,10004 North Blvd,42984,,Cleveland,9,0,Vacant lot
67303050,673-03-050,1782 Rosedale Ave,42983,,East Cleveland,,0,Pending transfer
67304009,673-04-009,15500 Elderwood Ave,42983,,East Cleveland,,0,Vacant lot
67312063,673-12-063,1869 Allendale Ave,42983,,East Cleveland,,0,Vacant lot
68104030,681-04-030,923 Brunswick Rd,42980,,Cleveland Heights,,0,Vacant lot
00813026,008-13-026,1175 Holmden Ave,42978,,Cleveland,12,0,Pending transfer
10821017,108-21-017,10012 Garfield Ave,42978,,Cleveland,9,0,Vacant lot
10913067,109-13-067,10717 Greenlawn Ave,42978,,Cleveland,9,0,Vacant lot
11002094,110-02-094,653 E 117th St,42978,,Cleveland,9,0,Vacant lot
12003084,120-03-084,1365 E 111th St,42978,,Cleveland,9,0,Vacant lot
12816089,128-16-089,9600 Parkview Ave,42978,,Cleveland,4,0,Vacant lot
12817009,128-17-009,9706 Parkview Ave,42978,,Cleveland,4,0,Vacant lot
12825035,128-25-035,11504 Parkview Ave,42978,,Cleveland,4,0,Vacant lot
13134024,131-34-024,3602 E 55th St,42978,,Cleveland,12,0,Vacant lot
13206007,132-06-007,6722 Baxter Ave,42978,,Cleveland,12,0,Vacant lot
13210091,132-10-091,3818 E 54th St,42978,,Cleveland,12,0,Vacant lot
13404037,134-04-037,4111 E 78th St,42978,,Cleveland,12,0,Vacant lot
13507049,135-07-049,3520 E 104th St,42978,,Cleveland,6,0,Vacant lot
14224002,142-24-002,4587 E 144th St,42978,,Cleveland,1,0,Vacant lot
30410013,304-10-013,2054 Lakeview Ave,42978,,Rocky River,,0,Pending transfer
67102033,671-02-033,13311 Shaw Ave,42978,,East Cleveland,,0,Vacant lot
67104012,671-04-012,13408 Hartford Ave,42978,,East Cleveland,,0,Vacant lot
67105055,671-05-055,13407 4th Ave,42978,,East Cleveland,,0,Vacant lot
67105177,671-05-177,13409 Garden Rd,42978,,East Cleveland,,0,Vacant lot
67112174,671-12-174,14212 Savannah Ave,42978,,East Cleveland,,0,Vacant lot
67116045,671-16-045,1265 E 145th St,42978,,East Cleveland,,0,Pending transfer
67121047,671-21-047,1371 Elwood Ave,42978,,East Cleveland,,0,Vacant lot
67203047,672-03-047,1002 E 130th St,42978,,East Cleveland,,0,Vacant lot
67205049,672-05-049,1998 Hayden Ave,42978,,East Cleveland,,0,Pending transfer
67205079,672-05-079,1227 Rozelle Ave,42978,,East Cleveland,,0,Vacant lot
67217042,672-17-042,13417 Forest Hill Ave,42978,,East Cleveland,,0,Vacant lot
67220018,672-20-018,1842 Mount Union St,42978,,East Cleveland,,0,Vacant lot
13511071,135-11-071,3518 E 113th St,42977,,Cleveland,2,0,Pending transfer
13513017,135-13-017,3641 E 112th St,42977,,Cleveland,2,0,Vacant lot
13516071,135-16-071,9518 Way Ave,42977,,Cleveland,2,0,Vacant lot
13517018,135-17-018,9917 Gay Ave,42977,,Cleveland,2,0,Vacant lot
13602046,136-02-046,9909 Nelson Ave,42977,,Cleveland,2,0,Vacant lot
13701071,137-01-071,3535 E 117th St,42977,,Cleveland,2,0,Vacant lot
13708078,137-08-078,3644 E 118th St,42977,,Cleveland,2,0,Pending transfer
67202031,672-02-031,1112 Carlyon,42977,,East Cleveland,,1,Pending transfer
67214138,672-14-138,1851 Woodlawn Ave,42977,,East Cleveland,,0,Pending transfer
68428103,684-28-103,3324 Desota,42977,,Cleveland Heights,,0,Vacant lot
13904084,139-04-084,3866 E 144th St,42976,,Cleveland,2,0,Vacant lot
10811106,108-11-106,10400 Colonial Ave,42975,,Cleveland,9,0,Vacant lot
67101165,671-01-165,1265 E 137th St,42975,,East Cleveland,,0,Vacant lot
00604089,006-04-089,7700 Dudley Ave,42972,,Cleveland,15,0,Vacant lot
00604096,006-04-096,7808 Dudley Ave,42972,,Cleveland,15,0,Vacant lot
11025151,110-25-151,12205 Scottwood Ave,42972,,Cleveland,9,0,Vacant lot
11320043,113-20-043,16124 Arcade Ave,42972,,Cleveland,8,0,Vacant lot
11322101,113-22-101,1136 E 168th St,42972,,Cleveland,8,0,Pending transfer
11703061,117-03-061,1716 Clarkstone Rd,42972,,Cleveland,10,0,Vacant lot
12723043,127-23-043,9622 Raymond Ave,42972,,Cleveland,6,0,Vacant lot
13007095,130-07-095,3254 E 132nd St,42972,,Cleveland,4,0,Vacant lot
13505090,135-05-090,9713 Sandusky Ave,42972,,Cleveland,2,0,Vacant lot
13616046,136-16-046,10409 Miles Ave,42972,,Cleveland,2,0,Vacant lot
13725033,137-25-033,13909 Durkee Ave,42972,,Cleveland,2,0,Vacant lot
13804112,138-04-112,12705 Benwood Ave,42972,,Cleveland,2,0,Vacant lot
13907001,139-07-001,3839 E 144th St,42972,,Cleveland,2,0,Vacant lot
13910069,139-10-069,3573 E 144th St,42972,,Cleveland,2,0,Vacant lot
13912015,139-12-015,3681 E 147th St,42972,,Cleveland,2,0,Vacant lot
13413181,134-13-181,7702 Force Ave,42971,,Cleveland,2,0,Vacant lot
13418128,134-18-128,7700 New York Ave,42971,,Cleveland,2,0,Vacant lot
13422041,134-22-041,7710 Vineyard Ave,42971,,Cleveland,2,0,Vacant lot
13504062,135-04-062,9387 Aetna Ave,42971,,Cleveland,6,0,Vacant lot
13509089,135-09-089,3690 E 105th St,42971,,Cleveland,6,0,Vacant lot
67202117,672-02-117,1053 Thornhill Dr,42971,,East Cleveland,,0,Vacant lot
67305004,673-05-004,1713 Strathmore Ave,42971,,East Cleveland,,0,Vacant lot
10417100,104-17-100,1426 E 63rd St,42970,,Cleveland,7,0,Vacant lot
10524068,105-24-068,1068 E 67th St,42970,,Cleveland,7,0,Vacant lot
10527087,105-27-087,1058 E 72nd St,42970,,Cleveland,10,0,Vacant lot
10531151,105-31-151,1097 E 78th St,42970,,Cleveland,9,0,Vacant lot
10606076,106-06-076,1335/37 E 82 St,42970,,Cleveland,7,0,Vacant lot
10619091,106-19-091,1534 E 81st St,42970,,Cleveland,7,0,Vacant lot
10712049,107-12-049,1322 E 92nd St,42970,,Cleveland,7,0,Vacant lot
10712152,107-12-152,1361 E 95th St,42970,,Cleveland,7,0,Vacant lot
10714047,107-14-047,1318 E 86th St,42970,,Cleveland,7,0,Vacant lot
10716180,107-16-180,1527 E 86th St,42970,,Cleveland,7,0,Vacant lot
11805077,118-05-077,1781 E 68th St,42970,,Cleveland,7,0,Vacant lot
12005029,120-05-029,1340 Lakeview Ave,42970,,Cleveland,9,0,Vacant lot
12320053,123-20-053,3044 Nursery Ave,42970,,Cleveland,5,0,Vacant lot
12606087,126-06-087,8702 Nevada Ave,42970,,Cleveland,6,0,Vacant lot
12711023,127-11-023,9009 Easton Ave,42970,,Cleveland,6,0,Vacant lot
12712093,127-12-093,9014 Easton Ave,42970,,Cleveland,6,0,Vacant lot
12802161,128-02-161,10806 Hulda Ave,42970,,Cleveland,6,0,Vacant lot
12812082,128-12-082,9616 Sophia Ave,42970,,Cleveland,4,0,Vacant lot
12814074,128-14-074,10505 Parkview Ave,42970,,Cleveland,4,0,Vacant lot
12816056,128-16-056,9528 Mount Auburn Ave,42970,,Cleveland,4,0,Pending transfer
12816076,128-16-076,9323 Mount Auburn Ave (fr & Rear),42970,,Cleveland,4,0,Vacant lot
12817088,128-17-088,9609 Manor Ave,42970,,Cleveland,4,0,Vacant lot
13520091,135-20-091,10922 Revere Ave,42970,,Cleveland,2,0,Vacant lot
13706057,137-06-057,3535 E 139th St,42970,,Cleveland,2,0,Vacant lot
13804110,138-04-110,12709 Benwood Ave,42970,,Cleveland,2,0,Vacant lot
13903096,139-03-096,3785 E 143rd St,42970,,Cleveland,2,0,Vacant lot
13903097,139-03-097,3789 E 143rd St,42970,,Cleveland,2,0,Vacant lot
13911035,139-11-035,3602 E 151st St,42970,,Cleveland,2,0,Vacant lot
67102046,671-02-046,1359 E 133rd St,42970,,East Cleveland,,0,Vacant lot
67102126,671-02-126,13410 Mann Ave,42970,,East Cleveland,,0,Pending transfer
67112148,671-12-148,13817 Potomac Ave,42970,,East Cleveland,,0,Vacant lot
67204044,672-04-044,1256 N Lockwood Ave,42970,,East Cleveland,,0,Vacant lot
67224106,672-24-106,1882 Roxford Rd,42970,,East Cleveland,,0,Vacant lot
X12816076.1,X128-16-076.1,9323 Mount Auburn Ave (fr & Rear),42970,,Cleveland,4,0,Vacant lot
10710098,107-10-098,1216 E 87th St,42969,,Cleveland,7,0,Vacant lot
10813118,108-13-118,10608 Elk Ave,42969,,Cleveland,9,0,Vacant lot
10904135,109-04-135,10117 Adams Ave,42969,,Cleveland,9,0,Vacant lot
11004014,110-04-014,629 E 118th St,42969,,Cleveland,9,0,Vacant lot
11020017,110-20-017,11603 Durant Ave,42969,,Cleveland,9,0,Vacant lot
11021107,110-21-107,11322 Ohlman Ave,42969,,Cleveland,9,0,Vacant lot
11022005,110-22-005,11702 Durant Ave,42969,,Cleveland,9,0,Pending transfer
11027011,110-27-011,12422 Castlewood Ave,42969,,Cleveland,9,0,Vacant lot
11219017,112-19-017,488 E 143rd St,42969,,Cleveland,8,0,Pending transfer
11226023,112-26-023,14114 Darwin Ave,42969,,Cleveland,8,0,Vacant lot
13020131,130-20-131,3450 E 117th St,42969,,Cleveland,2,0,Vacant lot
13507143,135-07-143,3530 E 108th St,42969,,Cleveland,2,0,Vacant lot
13511061,135-11-061,3545 E 113th St,42969,,Cleveland,2,0,Vacant lot
13513044,135-13-044,3598 E 113th St,42969,,Cleveland,2,0,Vacant lot
13516060,135-16-060,9509 Reno Ave,42969,,Cleveland,2,0,Vacant lot
13520109,135-20-109,11209 Matilda Ave,42969,,Cleveland,2,0,Vacant lot
13601076,136-01-076,9414 Elizabeth Ave,42969,,Cleveland,2,0,Vacant lot
13602030,136-02-030,9710 Elizabeth Ave,42969,,Cleveland,2,0,Vacant lot
13617030,136-17-030,4138 E 110th St,42969,,Cleveland,2,0,Vacant lot
71103020,711-03-020,872 Richmond Rd,42969,,Lyndhurst,,1,Under renovation
12331050,123-31-050,3291 E 49th St,42968,,Cleveland,5,0,Vacant lot
12528084,125-28-084,6154 Morton Ave,42968,,Cleveland,5,0,Vacant lot
10605027,106-05-027,1408 E 80th St,42965,,Cleveland,7,0,Vacant lot
10824063,108-24-063,10110 Folk Ave,42965,,Cleveland,9,0,Vacant lot
11023056,110-23-056,12438 Tuscora Ave,42965,,Cleveland,9,0,Vacant lot
12524033,125-24-033,5638 Drake Ave,42965,,Cleveland,5,0,Vacant lot
12924026,129-24-026,3026 E 126th St,42965,,Cleveland,4,0,Vacant lot
12925160,129-25-160,12605 Parkhill Ave,42965,,Cleveland,4,0,Vacant lot
13123071,131-23-071,5107 Hamm Ave,42965,,Cleveland,5,0,Vacant lot
13616014,136-16-014,10504 Harvard Ave,42965,,Cleveland,2,0,Vacant lot
01611156,016-11-156,3147 W 56th St,42964,,Cleveland,3,0,Pending transfer
10813107,108-13-107,10528 Elk Ave,42964,,Cleveland,9,0,Vacant lot
10820070,108-20-070,836 E 95th St,42964,,Cleveland,9,0,Vacant lot
10821044,108-21-044,9504 Yale Ave,42964,,Cleveland,9,0,Vacant lot
10821051,108-21-051,9800 Yale Ave,42964,,Cleveland,9,0,Vacant lot
