PacelClean,Parcel,Address,Date posted,New,Municipality,Cleveland Ward,Bldgs,Status
13215008,132-15-008,6806 Fleet Ave,43200,,Cleveland,12,0,Vacant lot
13908071,139-08-071,3814 E 147th St,43200,,Cleveland,2,0,Vacant lot
13133014,131-33-014,3617 E 47th St,43199,,Cleveland,12,0,Vacant lot
12816054,128-16-054,9523 Manor Ave,43196,,Cleveland,4,0,Vacant lot
13206062,132-06-062,6526 Chambers Ave,43196,,Cleveland,12,0,Vacant lot
67227057,672-27-057,1547 Eddington Rd,43196,,East Cleveland,,1,Unavailable - Demo under contract
10912055,109-12-055,10629 Greenlawn Ave,43194,,Cleveland,9,0,Vacant lot
10915101,109-15-101,10902 Massie Ave,43194,,Cleveland,9,0,Vacant lot
10917104,109-17-104,10926 Tacoma Ave,43194,,Cleveland,9,0,Vacant lot
11023028,110-23-028,12429 Saywell Ave,43194,,Cleveland,9,1,Unavailable - Demo under contract
12905046,129-05-046,12003 Woodland Ave (aka Larchmere),43194,,Cleveland,6,1,Pending transfer
10621155,106-21-155,8016 Whitethorn Ave,43193,,Cleveland,7,0,Vacant lot
10811101,108-11-101,10303 Marlowe Ave,43193,,Cleveland,9,0,Vacant lot
13230072,132-30-072,6822 Rathbun Ave,43193,,Cleveland,12,0,Vacant lot
67214156,672-14-156,Wadena St (rear),43192,,East Cleveland,,0,Pending transfer
02012121,020-12-121,12609 Mcgowan Ave,43189,,Cleveland,16,0,Vacant lot
10829047,108-29-047,10908 Lima Ave,43189,,Cleveland,9,0,Vacant lot
11833108,118-33-108,2356 E 74th St,43189,,Cleveland,5,0,Vacant lot
12010029,120-10-029,1470 E 116th St,43189,,Cleveland,9,1,Sched for demolition
12322100,123-22-100,5070 Pershing Ave,43189,,Cleveland,5,0,Vacant lot
12331137,123-31-137,5011 Anson Ave,43189,,Cleveland,5,0,Pending transfer
12331144,123-31-144,4921 Anson Ave,43189,,Cleveland,5,0,Vacant lot
12505043,125-05-043,6315 Roland Ave,43189,,Cleveland,5,0,Vacant lot
12514059,125-14-059,2929 E 65th St,43189,,Cleveland,5,0,Pending transfer
12527012,125-27-012,5718 Hamlet Ave,43189,,Cleveland,5,0,Vacant lot
12724021,127-24-021,3463 E 102nd St,43189,,Cleveland,6,0,Pending transfer
13703086,137-03-086,12802 Benham Ave,43189,,Cleveland,4,0,Vacant lot
67205011,672-05-011,1209 N Lockwood Ave,43189,,East Cleveland,,0,Vacant lot
10806008,108-06-008,767 E 90th St,43187,,Cleveland,10,0,Vacant lot
10813097,108-13-097,10529 Elk Ave,43187,,Cleveland,10,0,Vacant lot
10824070,108-24-070,10213 Flora Ave,43187,,Cleveland,9,1,Pending transfer
10826048,108-26-048,10532 Bryant Ave,43187,,Cleveland,9,0,Vacant lot
10826071,108-26-071,10614 Garfield Ave,43187,,Cleveland,9,0,Pending transfer
10909018,109-09-018,10414 Parkgate Ave,43187,,Cleveland,9,0,Vacant lot
10526124,105-26-124,1031 E 70th St,43186,,Cleveland,10,0,Vacant lot
11741027,117-41-027,2520 Greenvale Rd,43186,,Cleveland,10,0,Vacant lot
67117025,671-17-025,1312 E 152nd St,43186,,East Cleveland,,1,Unavailable - Demo under contract
00728116,007-28-116,3146 W 43rd St (fr & Rear),43182,,Cleveland,3,0,Vacant lot
02009159,020-09-159,,43182,,Cleveland,16,0,Pending transfer
10331044,103-31-044,2385 E 38th St,43182,,Cleveland,5,0,Pending transfer
10709146,107-09-146,1195 E 83rd St,43182,,Cleveland,7,0,Vacant lot
10904041,109-04-041,10217 Parkgate Ave,43182,,Cleveland,9,1,Sched for demolition
11021043,110-21-043,11404 Tuscora Ave,43182,,Cleveland,9,0,Vacant lot
11021058,110-21-058,11603 Tuscora Ave,43182,,Cleveland,9,0,Vacant lot
11742016,117-42-016,2563 Greenvale Rd,43182,,Cleveland,10,0,Vacant lot
11823036,118-23-036,2194 E 69th St (fr & Rear),43182,,Cleveland,5,0,Vacant lot
11928003,119-28-003,2225 E 79th St,43182,,Cleveland,6,0,Vacant lot
12004094,120-04-094,1378 E 115th St,43182,,Cleveland,9,0,Pending transfer
12711156,127-11-156,9104 Harris Ave,43182,,Cleveland,6,0,Vacant lot
12817013,128-17-013,9806 Parkview Ave,43182,,Cleveland,4,0,Vacant lot
67102077,671-02-077,13517 Beaumont St,43182,,East Cleveland,,0,Vacant lot
67102088,671-02-088,13404 Gainsboro Ave,43182,,East Cleveland,,0,Vacant lot
67103101,671-03-101,1423 E 134th St,43182,,East Cleveland,,0,Vacant lot
67104120,671-04-120,13516 Milan Rd,43182,,East Cleveland,,0,Vacant lot
67106046,671-06-046,13604 4th Ave,43182,,East Cleveland,,1,Sched for demolition
67111008,671-11-008,14720 Shaw Ave,43182,,East Cleveland,,0,Vacant lot
67111155,671-11-155,14600 Strathmore Ave,43182,,East Cleveland,,0,Vacant lot
67117034,671-17-034,1419 Coit Rd,43182,,East Cleveland,,0,Vacant lot
67119041,671-19-041,13811 Shaw Ave,43182,,East Cleveland,,0,Vacant lot
67204137,672-04-137,1195 Carlyon Rd,43182,,East Cleveland,,0,Vacant lot
67205188,672-05-188,1166 Bender Ave,43182,,East Cleveland,,0,Vacant lot
67205190,672-05-190,1162 Bender Ave,43182,,East Cleveland,,0,Vacant lot
67211086,672-11-086,1705 Holyoke Ave,43182,,East Cleveland,,0,Vacant lot
67224017,672-24-017,1862 Rosemont Rd,43182,,East Cleveland,,1,Unavailable - Demo under contract
67224088,672-24-088,1913 Van Buren Rd,43182,,East Cleveland,,1,Unavailable - Demo under contract
67308017,673-08-017,1856 Chapman Ave,43182,,East Cleveland,,0,Pending transfer
10417075,104-17-075,1422 E 61st St,43180,,Cleveland,7,0,Pending transfer
10605060,106-05-060,7802 Decker Ave,43180,,Cleveland,7,0,Vacant lot
10703096,107-03-096,966 Maud St,43180,,Cleveland,9,0,Vacant lot
10714122,107-14-122,1329 E 89th St,43180,,Cleveland,7,0,Vacant lot
10804045,108-04-045,661 E 94th St,43180,,Cleveland,10,0,Vacant lot
11004094,110-04-094,638 E 124th St,43180,,Cleveland,10,0,Vacant lot
11027032,110-27-032,12431 Osceola Ave,43180,,Cleveland,9,0,Pending transfer
11112004,111-12-004,501 E 125th St,43180,,Cleveland,8,0,Vacant lot
11530109,115-30-109,930 Nye Rd,43180,,Cleveland,8,0,Pending transfer
12914099,129-14-099,2797 E 117th St,43180,,Cleveland,6,0,Pending transfer
13120051,131-20-051,3434 E 51st St,43180,,Cleveland,5,0,Vacant lot
13121090,131-21-090,3457 E 52nd St,43180,,Cleveland,5,0,Vacant lot
68305046,683-05-046,3857 Montevista Rd,43180,,Cleveland Heights,,1,Pending transfer
68714027,687-14-027,3472 Meadowbrook Blvd,43180,,Cleveland Heights,,1,Pending transfer
10922117,109-22-117,1104 E 113th St,43179,,Cleveland,9,0,Vacant lot
11004057,110-04-057,604 Eddy Rd,43179,,Cleveland,10,0,Pending transfer
14204062,142-04-062,4151 E 146th St,43179,,Cleveland,1,0,Vacant lot
67101191,671-01-191,13521 Mann Ave,43179,,East Cleveland,,0,Pending transfer
13823006,138-23-006,4403 E 143rd St,43178,,Cleveland,1,0,Vacant lot
01612126,016-12-126,4566 Sackett Ave,43175,,Cleveland,14,1,Sched for demolition
11010006,110-10-006,737 E 118th St,43175,,Cleveland,9,0,Vacant lot
12533014,125-33-014,6815 Consul Ave,43175,,Cleveland,6,0,Vacant lot
12925161,129-25-161,12609 Parkhill Ave,43175,,Cleveland,4,0,Vacant lot
13020090,130-20-090,3465 E 118th St,43175,,Cleveland,2,0,Pending transfer
13315026,133-15-026,7707 Jones Rd,43175,,Cleveland,12,0,Vacant lot
13401060,134-01-060,7204 Claasen Ave,43175,,Cleveland,12,0,Vacant lot
30320031,303-20-031,21975 Cottonwood Dr,43175,,Rocky River,,1,Under renovation
12909064,129-09-064,11717 Browning Ave,43174,,Cleveland,6,0,Vacant lot
13022035,130-22-035,3472 E 126 Street,43174,,Cleveland,4,0,Vacant lot
00604111,006-04-111,7803 Dudley Ave,43173,,Cleveland,15,0,Vacant lot
13018006,130-18-006,3301 E 145th St,43173,,Cleveland,1,0,Vacant lot
78117122,781-17-122,5627 South Blvd,43173,,Maple Heights,,0,Pending transfer
11202148,112-02-148,13508 Eaglesmere Ave,43172,,Cleveland,8,0,Pending transfer
11514137,115-14-137,1170 E 148th St,43172,,Cleveland,10,0,Vacant lot
12517032,125-17-032,6805 Berwick Rd,43172,,Cleveland,5,0,Pending transfer
13503069,135-03-069,10106 Anderson Ave,43172,,Cleveland,6,0,Vacant lot
67104040,671-04-040,1544 E 133rd St,43172,,East Cleveland,,0,Vacant lot
67207051,672-07-051,1782 Delmont Ave,43172,,East Cleveland,,0,Pending transfer
01622139,016-22-139,3578 W 49th St,43171,,Cleveland,14,0,Vacant lot
12820022,128-20-022,3126 E 94th St,43171,,Cleveland,4,0,Vacant lot
13010033,130-10-033,,43171,,Cleveland,4,0,Pending transfer
13909022,139-09-022,3701 E 144th St,43171,,Cleveland,2,0,Pending transfer
12510003,125-10-003,3121 E 65th St,43170,,Cleveland,5,0,Vacant lot
12526070,125-26-070,5878 Cable Ave,43170,,Cleveland,5,0,Pending transfer
13121095,131-21-095,3443 E 52nd St,43170,,Cleveland,5,0,Pending transfer
13007100,130-07-100,3234 E 132nd St,43168,,Cleveland,4,0,Vacant lot
68707090,687-07-090,3425 Kildare Rd,43168,,Cleveland Heights,,0,Pending transfer
10622121,106-22-121,1523 E 84th St,43167,,Cleveland,7,0,Vacant lot
11029038,110-29-038,1272 E 125th St,43167,,Cleveland,9,0,Vacant lot
67207077,672-07-077,1779 Elberon Ave,43167,,East Cleveland,,0,Pending transfer
67214033,672-14-033,12708 Forest Hill Ave,43167,,East Cleveland,,0,Pending transfer
67310056,673-10-056,1860 Charles Rd,43167,,East Cleveland,,0,Pending transfer
10714149,107-14-149,1340 E 90th St,43165,,Cleveland,7,0,Vacant lot
10822048,108-22-048,10203 Columbia Ave,43165,,Cleveland,9,0,Vacant lot
10913106,109-13-106,10824 Gooding Ave,43165,,Cleveland,9,0,Vacant lot
10923111,109-23-111,1171 E 111th St,43165,,Cleveland,9,0,Pending transfer
12004108,120-04-108,1353 E 114th St,43165,,Cleveland,9,1,Pending transfer
01619077,016-19-077,3438 W 52nd St,43160,,Cleveland,14,1,Pending transfer
11225097,112-25-097,14928 Sylvia Ave,43160,,Cleveland,8,0,Vacant lot
11708049,117-08-049,1717 Burgess Rd,43160,,Cleveland,10,0,Vacant lot
11709024,117-09-024,1740 Avalon Rd,43160,,Cleveland,10,0,Pending transfer
12824019,128-24-019,11213 Melba Ave,43160,,Cleveland,4,0,Vacant lot
14012074,140-12-074,16607 Talford Ave,43160,,Cleveland,1,1,Pending transfer
67101056,671-01-056,1253 E 133rd St,43160,,East Cleveland,,0,Vacant lot
67106035,671-06-035,13318 4th Ave,43160,,East Cleveland,,0,Vacant lot
67116005,671-16-005,14318 Woodworth Rd,43160,,East Cleveland,,1,Unavailable - Demo under contract
67302010,673-02-010,1725 Coit Rd,43160,,East Cleveland,,0,Vacant lot
11027075,110-27-075,12335 Phillips Ave,43159,,Cleveland,9,0,Vacant lot
13507102,135-07-102,3569 E 105th St,43159,,Cleveland,2,0,Vacant lot
13701056,137-01-056,3550 E 118th St,43159,,Cleveland,2,0,Vacant lot
67312062,673-12-062,1865 Allendale Ave,43158,,East Cleveland,,0,Pending transfer
10323006,103-23-006,4112 Cedar Ave,43154,,Cleveland,5,0,Vacant lot
13318104,133-18-104,7207 Indiana Ave,43154,,Cleveland,12,0,Vacant lot
67102095,671-02-095,13512 Gainsboro Ave,43154,,East Cleveland,,0,Vacant lot
67304032,673-04-032,1753 North Taylor Rd,43154,,East Cleveland,,0,Vacant lot
67307060,673-07-060,1737 Eastham Ave,43154,,East Cleveland,,0,Vacant lot
02002033,020-02-033,13427 Wainfleet Ave,43153,,Cleveland,16,1,Unavailable - Demo under contract
02123072,021-23-072,3266 W 123rd St,43153,,Cleveland,16,1,Unavailable - Demo under contract
10821105,108-21-105,9800 Empire Ave,43153,,Cleveland,9,0,Vacant lot
67118123,671-18-123,1274 E 142nd St,43153,,East Cleveland,,0,Pending transfer
13703037,137-03-037,12506 Oakfield Ave,43152,,Cleveland,4,0,Vacant lot
11504036,115-04-036,1000 E 141st St,43146,,Cleveland,10,0,Vacant lot
12331113,123-31-113,4920 Frazee Ave,43146,,Cleveland,5,0,Vacant lot
12715005,127-15-005,9604 Kinsman Rd,43146,,Cleveland,6,0,Vacant lot
12716108,127-16-108,9409 Easton Ave,43146,,Cleveland,6,0,Vacant lot
12819054,128-19-054,10706 Mount Auburn Ave,43146,,Cleveland,4,0,Vacant lot
13710103,137-10-103,12613 Craven Ave,43146,,Cleveland,4,1,Sched for demolition
67117047,671-17-047,1273 Coit Rd,43146,,East Cleveland,,0,Pending transfer
67303004,673-03-004,1705 Collamer St,43146,,East Cleveland,,0,Vacant lot
12530021,125-30-021,3364 E 66th St,43145,,Cleveland,6,0,Vacant lot
12531091,125-31-091,3371 E 70th St,43145,,Cleveland,6,0,Vacant lot
10607058,106-07-058,1418 E 81st St,43144,,Cleveland,7,1,Pending transfer
13004115,130-04-115,3341 E 121st St,43144,,Cleveland,4,0,Vacant lot
13320056,133-20-056,3842 E 72nd St,43144,,Cleveland,12,0,Vacant lot
67202110,672-02-110,12719 Speedway Overlook Ave,43144,,East Cleveland,,0,Pending transfer
67205132,672-05-132,1187 Bender Ave,43144,,East Cleveland,,1,Sched for demolition
10531145,105-31-145,1073 E 78th St,43143,,Cleveland,9,0,Vacant lot
10820056,108-20-056,807 E 95th St,43143,,Cleveland,9,0,Vacant lot
10821053,108-21-053,9808 Yale Ave,43143,,Cleveland,9,0,Vacant lot
10825023,108-25-023,720 Parkwood Dr,43143,,Cleveland,9,0,Vacant lot
12134058,121-34-058,11313 Notre Dame Ave,43143,,Cleveland,6,0,Pending transfer
12531076,125-31-076,3388 E 70th St,43143,,Cleveland,6,0,Vacant lot
12724137,127-24-137,3469 E 103rd St,43143,,Cleveland,6,0,Vacant lot
12823026,128-23-026,3250 E 116th St,43143,,Cleveland,4,0,Pending transfer
67103096,671-03-096,1443 E 134th St,43143,,East Cleveland,,0,Vacant lot
67117026,671-17-026,1316 E 152nd St,43142,,East Cleveland,,1,Unavailable - Demo under contract
01619093,016-19-093,3421 W 54th St,43140,,Cleveland,14,0,Vacant lot
10621082,106-21-082,8003 Cory Ave,43140,,Cleveland,7,0,Vacant lot
10705126,107-05-126,8101 Simon Ave,43140,,Cleveland,9,0,Pending transfer
11112114,111-12-114,505 E 126 St,43140,,Cleveland,8,0,Vacant lot
12512083,125-12-083,6539 Lederer Ave,43140,,Cleveland,5,0,Vacant lot
13413150,134-13-150,8009 Force Ave,43140,,Cleveland,2,0,Pending transfer
67101060,671-01-060,1237 E 133rd St,43140,,East Cleveland,,0,Vacant lot
67102030,671-02-030,13323 E 134 St,43140,,East Cleveland,,1,Unavailable - Demo under contract
67111153,671-11-153,14608 Strathmore Ave,43140,,East Cleveland,,0,Vacant lot
67117073,671-17-073,1418 Coit Ave,43140,,East Cleveland,,0,Vacant lot
67118154,671-18-154,1324 E 143rd St,43140,,East Cleveland,,0,Vacant lot
67119001,671-19-001,1326 E 143rd St,43140,,East Cleveland,,0,Vacant lot
67205178,672-05-178,1200 Bender Ave,43140,,East Cleveland,,0,Vacant lot
67214023,672-14-023,1886 Wadena St,43140,,East Cleveland,,0,Pending transfer
67301023,673-01-023,1743 Noble Rd,43140,,East Cleveland,,1,Sched for demolition
10918093,109-18-093,10614 Olivet Ave,43138,,Cleveland,9,0,Pending transfer
10923074,109-23-074,1173 E 112th St,43138,,Cleveland,9,0,Vacant lot
11004099,110-04-099,622 E 124th St,43138,,Cleveland,10,0,Vacant lot
11012053,110-12-053,959 Eddy Rd,43138,,Cleveland,10,0,Vacant lot
11111074,111-11-074,12502 Cornado Ave,43138,,Cleveland,8,0,Vacant lot
13710083,137-10-083,12600 Craven Ave,43138,,Cleveland,4,1,Pending transfer
68309067,683-09-067,1479 Parkhill Rd,43138,,Cleveland Heights,,1,Pending transfer
11502063,115-02-063,881 E 141st St,43136,,Cleveland,10,1,Sched for demolition
11514003,115-14-003,14525 Coit Rd,43136,,Cleveland,10,0,Vacant lot
12534059,125-34-059,3424 E 72nd St,43136,,Cleveland,6,0,Vacant lot
12535024,125-35-024,3456 E 72nd St,43136,,Cleveland,6,0,Vacant lot
12723098,127-23-098,9822 Heath Ave,43136,,Cleveland,6,0,Vacant lot
13127036,131-27-036,3594 Sykora Rd,43136,,Cleveland,12,0,Vacant lot
13702021,137-02-021,12217 Oakfield Ave,43136,,Cleveland,4,0,Vacant lot
00719027,007-19-027,3236 Seymour Ave,43133,,Cleveland,3,0,Pending transfer
01523044,015-23-044,3794 W 36th St,43133,,Cleveland,14,0,Pending transfer
10604101,106-04-101,7418 Decker Ave,43132,,Cleveland,7,0,Vacant lot
10605039,106-05-039,7711 Redell Ave,43132,,Cleveland,7,0,Vacant lot
10607098,106-07-098,1400 E 84th St,43132,,Cleveland,7,0,Vacant lot
10610073,106-10-073,7316 Melrose Ave,43132,,Cleveland,7,0,Vacant lot
10714108,107-14-108,1346 E 89th St,43132,,Cleveland,7,0,Vacant lot
11217097,112-17-097,15308 Shiloh Rd (rear),43132,,Cleveland,8,0,Vacant lot
11620014,116-20-014,736 E 165th St,43132,,Cleveland,8,0,Pending transfer
13004091,130-04-091,3308 E 123rd St,43132,,Cleveland,4,0,Vacant lot
67103038,671-03-038,1474 E 133rd St,43132,,East Cleveland,,0,Vacant lot
67204154,672-04-154,1265 Carlyon Rd,43132,,East Cleveland,,0,Pending transfer
10703005,107-03-005,952 Wheelock Rd,43131,,Cleveland,9,0,Vacant lot
10903192,109-03-192,10013 Parkgate Ave,43130,,Cleveland,9,0,Vacant lot
11031025,110-31-025,1217 E 114,43130,,Cleveland,9,0,Vacant lot
11530067,115-30-067,937 Nathaniel Rd,43130,,Cleveland,8,1,Unavailable - Demo under contract
12816045,128-16-045,9412 Manor Ave,43130,,Cleveland,4,0,Vacant lot
13411128,134-11-128,4334 E 72nd St,43130,,Cleveland,12,0,Pending transfer
11008080,110-08-080,639 E 128th St,43127,,Cleveland,10,1,Sched for demolition
12602075,126-02-075,2538 E 81st St,43127,,Cleveland,6,0,Vacant lot
12821049,128-21-049,9805 Hilgert Dr,43127,,Cleveland,4,0,Vacant lot
67205027,672-05-027,1273 N Lockwood Ave,43127,,East Cleveland,,0,Vacant lot
00526099,005-26-099,2121 W 95th St,43126,,Cleveland,15,0,Vacant lot
02009166,020-09-166,,43126,,Cleveland,16,0,Pending transfer
10523017,105-23-017,1232 Addison Rd,43126,,Cleveland,7,0,Vacant lot
10526018,105-26-018,1018 E 71st St,43126,,Cleveland,10,0,Vacant lot
10820063,108-20-063,808 E 95th St,43126,,Cleveland,9,0,Vacant lot
10827037,108-27-037,10729 Earle Ave,43126,,Cleveland,9,0,Pending transfer
10827063,108-27-063,10821 Bryant Ave,43126,,Cleveland,9,0,Pending transfer
10829054,108-29-054,753 Parkwood Dr,43126,,Cleveland,9,0,Vacant lot
10902031,109-02-031,9209 Columbia Ave,43126,,Cleveland,9,0,Pending transfer
10903127,109-03-127,9709 Adams Ave,43126,,Cleveland,9,0,Vacant lot
10918072,109-18-072,10711 Hathaway Ave,43126,,Cleveland,9,0,Vacant lot
12013015,120-13-015,1443 Lakeview Rd,43126,,Cleveland,9,0,Pending transfer
12022096,120-22-096,1528 E 120th St,43126,,Cleveland,9,0,Pending transfer
12033034,120-33-034,1913 Woodlawn Ave,43126,,Cleveland,6,0,Pending transfer
12033058,120-33-058,12604 Forest Hill Ave,43126,,Cleveland,6,0,Pending transfer
12727113,127-27-113,3408 E 114th St,43126,,Cleveland,4,0,Vacant lot
12819037,128-19-037,10513 Mount Auburn Ave,43126,,Cleveland,4,0,Vacant lot
12922001,129-22-001,2971 E 116th St,43126,,Cleveland,4,0,Vacant lot
13319014,133-19-014,3909 E 71st St,43126,,Cleveland,12,0,Pending transfer
67109052,671-09-052,1618 Holyoke Ave,43126,,East Cleveland,,0,Vacant lot
67110119,671-10-119,14216 Strathmore Ave,43126,,East Cleveland,,0,Vacant lot
67111079,671-11-079,14712 Ardenall Ave,43126,,East Cleveland,,0,Vacant lot
67112139,671-12-139,13916 Potomac Ave,43126,,East Cleveland,,0,Vacant lot
67113033,671-13-033,14513 Potomac Ave,43126,,East Cleveland,,0,Vacant lot
67117097,671-17-097,14627 Elm Ave,43126,,East Cleveland,,1,Unavailable - Demo under contract
67118016,671-18-016,14000 Woodworth Rd,43126,,East Cleveland,,1,Unavailable - Demo under contract
67118128,671-18-128,1248 E 142nd St,43126,,East Cleveland,,0,Vacant lot
67120005,671-20-005,1341 E 141st St,43126,,East Cleveland,,0,Vacant lot
67120042,671-20-042,14310 Elm Ave,43126,,East Cleveland,,1,Sched for demolition
67205041,672-05-041,2030 Hayden Ave,43126,,East Cleveland,,0,Vacant lot
67206113,672-06-113,1395 E 125th St,43126,,East Cleveland,,0,Vacant lot
67223020,672-23-020,1901 Belmore Ave,43126,,East Cleveland,,0,Vacant lot
67223068,672-23-068,1867 Knowles St,43126,,East Cleveland,,0,Vacant lot
11023061,110-23-061,12325 Tuscora Ave,43124,,Cleveland,9,1,Unavailable - Demo under contract
12132115,121-32-115,11000 Woodstock Ave,43124,,Cleveland,6,0,Vacant lot
12602086,126-02-086,2563 E 81st St,43124,,Cleveland,6,0,Vacant lot
12606079,126-06-079,8709 Nevada Ave (front & Rear),43124,,Cleveland,6,0,Vacant lot
12717088,127-17-088,9905 Marah Ave,43124,,Cleveland,6,0,Vacant lot
12725131,127-25-131,3417 E 106th St,43124,,Cleveland,4,0,Vacant lot
12821054,128-21-054,9709 Hilgert Dr,43124,,Cleveland,4,0,Vacant lot
12827081,128-27-081,11508 Forest Ave,43124,,Cleveland,4,0,Pending transfer
12827086,128-27-086,11428 Forest Ave,43124,,Cleveland,4,0,Vacant lot
13006010,130-06-010,3345 E 125th St,43124,,Cleveland,4,0,Vacant lot
13017094,130-17-094,3397 E 147th St,43124,,Cleveland,1,0,Vacant lot
67112129,671-12-129,14112 Potomac Ave,43124,,East Cleveland,,0,Vacant lot
67314013,673-14-013,1915 Hillside,43124,,East Cleveland,,1,Sched for demolition
00629092,006-29-092,3176 W 71st St,43122,,Cleveland,3,0,Vacant lot
00824091,008-24-091,2300 Forestdale Ave,43122,,Cleveland,12,0,Vacant lot
01112016,011-12-016,4795 Pearl Rd,43122,,Cleveland,13,1,Pending transfer
01505096,015-05-096,3307 W 31st St,43122,,Cleveland,14,0,Vacant lot
